attaque franche,4
harmoniques aigues,4
pas homogene,3
plus long,3
pas mal,2
avec attaque,2
caisse claire,2
sons ecrases,2
trop agressif,2
arret brusque,2
notes aigues,2
pas belle,2
attaque douce,2
composante reson,2
assez volumineux,2
pas envie,2
faire son,2
grosse caisse,2
filtre passe,2
pas stable,2
longue resonance,1
tenu michael,1
note influ,1
moins parfait,1
bulles pouf,1
vachement difficile,1
rugueux anguleux,1
bouffe completement,1
plus homogene,1
coup rugueux,1
option contraire,1
vision horrible,1
pas melioratif,1
timbre specifique,1
pas entretenu,1
assez difficile,1
notes suraigus,1
veritablement son,1
vents air,1
pas fusionne,1
timbre bruite,1
pas antinomique,1
woodblock accorde,1
bruit continu,1
moins equilibre,1
pas derangeant,1
incisif agressif,1
brusque casse,1
plus brillants,1
organisation spectrale,1
