lisse,42
dir,24
pur,17
harmonique,17
rond,16
son,10
attaque,9
terme,9
stable,8
vois,8
bruiter,8
smooth,8
doux,7
sens,7
cherch,6
emploi,6
aigu,6
propre,6
voix,6
matiere,6
bruit,6
cas,5
grave,4
vibration,4
truc,4
ajout,4
asperite,4
note,4
douceur,3
vouloir,3
ronde,3
opposition,3
definir,3
graver,3
continu,3
image,3
tessiture,3
jouee,3
purete,3
presque,3
variation,3
element,3
brillance,3
resistance,3
hauteur,3
accident,3
mal,3
ya,2
accidente,2
corde,2
