harmoniques aigues,7
pas fort,5
pas agressif,5
pas mal,4
medium grave,3
sons ronds,2
difficilement categorise,2
equilibre spectral,2
structure temporelle,2
plus basses,2
grave medium,2
pas joue,2
niveau frequentiel,2
decroissance lente,2
plus aigu,2
trop franche,2
trop fort,2
pas dur,2
pate homogene,2
plus lies,2
avec chaud,2
seconde mineur,2
classiques veulent,2
sans agressivite,2
basses frequences,2
saxophonistes classiques,2
petites chambres,2
bruit parasite,2
plus chaud,2
sans attaque,2
timbre harmonique,2
moins agressif,2
claude delangl,2
pas presentes,2
plus clair,2
vue signal,2
assez loin,1
sans timbr,1
assez ferme,1
rondeur concern,1
pas naturellement,1
trop violent,1
plus ronde,1
dynamiques temporelles,1
avec eventuellement,1
boise irait,1
dimension cyclique,1
ut generalement,1
petites ouvertures,1
doux douillet,1
