mat,51
dir,32
harmonique,29
brillance,25
aigu,24
son,23
grave,18
sombre,15
terme,15
sourd,15
terne,14
rond,12
etouffe,12
dark,12
manque,12
jou,10
attaque,10
voix,10
chaud,10
brillant,9
coup,8
matiere,8
etouff,8
vois,8
crois,8
inverse,7
falloir,7
difficile,7
medium,7
timbre,7
precision,7
frequence,7
oppose,7
resonance,7
definir,6
cas,6
faire,6
oppos,6
rugosite,6
prend,6
brill,6
augment,6
inharmon,6
douceur,5
aller,5
rapport,5
impression,5
question,5
richesse,5
spectral,5
