harmoniques aigues,5
medium grave,3
couleur froid,3
non vibre,2
propos musical,2
pas entretenu,2
non froid,2
pas chaleureux,2
pas agreable,2
pas brillant,2
sons froids,2
peu mort,2
note impulsive,2
vent polaire,2
sans vie,2
dir froid,2
plus lentement,2
trop fort,2
plus rond,2
composantes aigues,2
plus froid,2
peu agressif,2
pas mal,1
equilibre equilibr,1
contenu harmonique,1
grave dtu,1
resonance vivante,1
assez distant,1
moins definis,1
voix profond,1
moins enveloppant,1
moche allez,1
ample rond,1
plus facile,1
pas evoluer,1
etroit agressif,1
sons satures,1
contenu poli,1
peu dur,1
assez chaleureux,1
peu genant,1
equilibree homogene,1
peu extreme,1
froids disons,1
peu contenu,1
extreme aigu,1
crispe tordu,1
proximite agreable,1
pas grand,1
pas bruite,1
